Name,Stars,Reviewed_Country,Date,Verified,HelpfulVotes,Title,Review
Ashutosh,4,India,28-08-2021,FALSE,0,Pretty Good Product For music Lovers,I had got it last year during amazon great Indian sale for 2.5k and after almost 1 year of use i will say its still working great.
Mohamed Rafiq,5,India,16-09-2019,FALSE,0,Audio quality is good.,Audio quality is good. It is nice to have alexa at home.
D S Konala,5,India,03-11-2019,FALSE,0,God to start with.,It’s a bit slow to react compared to Alexa.
Varun_157,5,India,27-04-2019,FALSE,0,Artificial intelligence at its best,It is one of the best smart speakers out there. Excellent voice recognition coupled with superb sound quality makes it perfect for your home.
Mittal Patel,3,India,26-06-2019,FALSE,0,Not Good Not Bad,WiFi connectivity is good but it seems Bluetooth connectivity has some problem sometimes after connecting the voice is not clearly sounds. Also it should be added more services in Indian languages so it would be more usuable for people who can't speak exact skill lines
adith,1,India,16-01-2021,FALSE,1,Repairing price is more than the product price,Alexa echo dot stop working after 1 year and repairing price is more than the product price.
Hemanth Sai D,5,India,06-06-2020,FALSE,0,Wonderful and useful,Just amazing and pretty useful
Vimesh,1,India,21-04-2019,FALSE,1,Don't buy,Terrible product. It just keeps saying sorry cannot understand right now
rakesh chandra,5,India,31-05-2019,FALSE,0,Excellent,Value for money
Amit kumar,5,India,25-05-2019,FALSE,0,Echo dot 3,I got it for 2499 bucks. At this price this is awsome. Only thing reception in indic language.Sound quality is superb. It can be connected to home theatre thus making it a smart speaker.
abhijit,5,India,26-09-2020,FALSE,0,Good,Good
sivakumar,4,India,26-12-2020,FALSE,0,Good products,Sound effects super
PRITHIBI HAZARIKA,5,India,28-06-2019,FALSE,0,Excellent product,Very good sound quality
Amazon Customer,3,India,14-11-2018,FALSE,0,Not too good.Blutooth connectivity not good,Nice product .But it's Bluetooth connectivity is not good .I very disappointed .I am not raised complaint as I got it on discount price.
Arif Tumbi,5,India,30-08-2019,FALSE,0,Great item.,Great item.
Kalyan,5,India,09-09-2019,FALSE,0,Good product,Working as expected need more skills to be added to make our more interesting.
Akella,5,India,19-06-2019,FALSE,0,wallah,Nice player paisa vasool deal
pushpender chandel,1,India,25-10-2021,FALSE,0,Wrost product ever,Not connect properly with phone .again and again connection problem .wrost product
Sugata Chatterjee,5,India,04-08-2020,FALSE,0,Sugata Chatterjee,My first smart speaker.
"DR,M,AMARANATHAN",5,India,11-11-2019,FALSE,0,With little more cost a better quality sound could have been offered,Better sound quality can be offered
PR,2,India,30-08-2019,FALSE,0,"Good Idea, but product doesn't take commands related to hindi","Alexa doesn't understand Hindi, very difficult in giving command when song is playing, need to shout and give command. Doesnt play Jio saavn, fire stick couldn't get command through echo dot"
Rubai,4,India,14-11-2019,FALSE,0,Value for money,Very good product
Sam,4,India,26-10-2020,FALSE,0,Average,Sound is not that good but alright.Also do not have all the answers correct. Acc. To the price product is average
Aditya Karmakar,3,India,08-11-2020,FALSE,0,Nice product,"This product I liked very much, but one things disappoint me that is, its power option. If it have alternative power option i.e. USB or battery than it can be carry anywhere."
Yagnesh Joshi,5,India,26-11-2020,FALSE,0,MUST BUY PRODUCT,"AMAZING PRODUCT TO USE FOR DAILY USE AS IT FULFILL ALL THE REQUIREMENTS LIKE ALARAM,REMINDER ETC. BUILT QUALITY IS ALSO VERY GOOD AND EASY TO USE. LOVE IT"
aditya,1,India,04-11-2021,FALSE,0,Not proper kannada and hindi song recognisation.,"Most of the times I got irritated. I was telling kannada or hindi song names, and it was playing some English songs. Most of the times it happened."
Ram Kumar Prasad,4,India,03-10-2019,FALSE,0,Alexa dot 3rd generation.,Sound quality good but not loud. If you have good wifi and prime membership then ok. Otherwise Bluetooth speaker is better for multi purpose use.I use it when I come home after office or before sleeping to listen country music.
Joteesh Hegde,4,India,07-11-2020,FALSE,0,"Very nice product, good for development of interaction.","It's too good product, kids are much happy with this. Enjoying with songs. & learning also. Expecting English knowledge will also improve."
Swati Shalani,5,India,14-03-2021,FALSE,0,Excellent,Good echo dot
Shubham kumar,5,India,19-10-2020,FALSE,0,A very good speaker at this price range,"I am fully satisfied with this product, I was looking for some other speakers with battery backup but it worth it. It only has that con, it should have some battery backup."
Srisha ,4,India,12-10-2019,FALSE,0,Add Tamil language,Requesting to add Echo dot - Tamil language
manik padha,5,India,29-08-2019,FALSE,0,Good,Good
smalltownboy,3,India,25-05-2020,FALSE,0,Not bad,"alexa integration is great,voice recognition is bad with my choice and responds late and not much farther.sound quality seems good and at a good pitch and stabilization.Would've been great if it was wireless"
Yagnesh Parekh,5,India,07-12-2020,FALSE,0,Nice small speaker,No need to review as all are aware if the Alexa
Vin,4,India,19-11-2019,FALSE,0,Nice concept and good deal under 2.5k,"Good deal for the 2.5k, Sound quality is good but could have been better."
Amazon Customer,4,India,13-03-2021,FALSE,0,Good,Good product for home use
Manav m.,2,India,19-11-2019,FALSE,0,Product failure in first month,Hi my product has stopped working within first month itself very bad experience let me know what to do and whom to approachShouldn't happen with Amazon known for customer experience
Ravi Vellanki,5,India,20-08-2019,FALSE,0,Nice product,Good one but not providing updated information
Customer,1,India,07-12-2018,FALSE,1,Needs improvement,Everytime it asks to become a prime member.If u r not a prime member it's useless.
ajith,4,India,27-07-2019,FALSE,0,Good stuff,"It is like our friend now, using for a few months and it is a part of our life. The sound quality might have been better."
SKK,5,India,18-09-2020,FALSE,0,Best buy on amazon ever.,Terrific purchase at a terrific discount. Got 12 W syska bulb with echo dot 3rd gen at 2399 only. And echo dot is amazing. Be smart. Have alexa.
Thunder bay,5,India,19-07-2019,FALSE,0,Superb,Awesome device . Super boom sound .mast accuracy to respond .bas 1 chiz ki kami h hindi ni samajhti alexa aur dusri wi fi change krne me thoda muskil set up .build quality bhut achi h .Sound just awesome h
Amazon Customer,3,India,26-08-2020,FALSE,0,This equipment is not perfectly working,It takes more time to catches internet.and some time it does not catch internet.Although internet avability is good through jio.
Naman,5,India,03-08-2019,FALSE,0,Nice.,Great device. Got in during the sale for 2400.best price so far.
Amazon Customer,5,India,04-07-2019,FALSE,0,Alexa is great innovation....,Nice Devices.. Now Alexa is like a family member... Understand all voice as well kids voice... Enjoy a lot...
Pavan Kunasani,4,India,18-04-2019,FALSE,0,Good,"I am enjoying the product, sound system is good,"
krunal Sonar,5,India,26-10-2019,FALSE,0,Awesome 1,Awesome
devkishwor l.,5,India,07-01-2019,FALSE,0,About my Amazon echo,It is about all in-built music player device.. playing millions of songs from the web.. i find delightful interacting with alexa.. and listening to fav song with my voice command. It's a very helpful device in day-to-day life Which can access various apps..
ramchandra dakhave,5,India,19-08-2020,FALSE,0,Thanks Amazon,"Very good product,I am enjoying"
Vijay,5,India,03-02-2022,FALSE,0,Goooood enjoy,The media could not be loaded.  Good enjoy
Amazon Customer,1,India,07-12-2019,FALSE,1,Used product,This seems to be already used product. It was already registered with vishals eco dot name and i paid more 700 ra then the other bought this
SREEJITH R B,4,India,06-11-2019,FALSE,0,Nice good product...,It's good.... Bass is little low..I just started using
Rahul kumar,5,India,23-10-2020,FALSE,0,Voice recognition is best,"Echo dot is build quality and speakers are best but having trouble during search, like map as compared to Google nest mini. Overall echo dot is best smart speaker."
Satyajeet Pandey,5,India,28-07-2021,FALSE,0,Good looking Alexa,It was good but was bit costly as compared to the prime day... So I returned and got the same in low price... 1000 save - The benefit of prime day
CH RAJESH ,5,India,29-06-2020,FALSE,0,Excellent product,It’s excellent product we loved it My baby enjoying very much thanks to amazon
Nikunj Desai,5,India,23-12-2018,FALSE,0,Amazing product.,Must to have. Lot of good features. Worth spending.
sunil kumar,5,India,20-11-2018,FALSE,0,Best product,Super product by amazon.. Must buy thing...
BrindhaB,4,India,17-01-2021,FALSE,0,Great but expensive,Good productNo damageCould be more portableBit expensive pruductSo smooth baseCould also be in language tamilNice
.Samir K.,5,India,24-07-2019,FALSE,0,Please buy it it is the best thing in the world,Awesome I love it the best product in the world Amazon super product I I like this product Alexa is very nice and good quality and have good price
ANKIT ANILBHAI PRAJAPATI,1,India,08-10-2021,FALSE,0,Understand to start-up this product is to hard,"This item take my 2 hours i started to connect it with tv and phone but that will not connected to the any device according, to me this is useless"
Amazon Customer,5,India,06-09-2020,FALSE,0,It is a excellent product 💯,It is a superb product. I loved it. It recognizes our voice from anywhere in the home. It is more advanced than echo Dot 2nd gen. It is excellent.
Pankaj ji (BãďŚhàáh),4,India,22-01-2021,FALSE,0,"Good Speaker 🔊 ,Poor sound Recognition...😶","Good Speaker 🔊 ,Poor sound Recognition...😶"
Vaibhav B.,5,India,06-10-2019,FALSE,0,Nice product with this price,Nice product.Integration with light is also fantastic.Only sufficient data is not available while playing songs with reginal language.I have just used for one day.Now unable to make calls but hopefully I will do it
Kavya Savla,3,India,20-08-2021,FALSE,0,It is not very good,The voice recognition is not working properly and some things she also don't know and some time she will not answer only
Mohammed Nayeemuddin,4,India,15-09-2020,FALSE,0,Admirable,Overall I had good time listening. Wonderful experience. Must have. But certainly needs more improvement and upgrades n add YouTube songs
nishant,4,India,20-09-2020,FALSE,0,Good for small rooms.,"Voice recognition and Alexa integration is excellent the slight drawback will be audio quality, which you could not expect in speaker of this small size..."
sayan bhoumik,1,India,01-10-2020,FALSE,1,Worst product by amazon,Worst product available...clattered noise just a week after use....don't even have a proper warranty claim policy ...mistake to buy this
rajan,5,India,04-06-2019,FALSE,0,Wow product,Wow product
Varun,4,India,21-02-2020,FALSE,0,If you just want HD sound clarity not bass then go for it otherwise there are many other options,Only drawback is that it did not get enought bass i am little disappiointed in that
Mohit Chopra,3,India,22-02-2019,FALSE,0,Not worth the price ..,Sound quality is ok not so gud..not worth the price...however a gud utility gadget for home
Alok Rasal,5,India,21-08-2019,FALSE,0,Value purchase,Great sound. Receptivity of Alexa May be still better. Some playlists need to be selected via Amazon Music App.
CHETHAN KH,4,India,08-11-2019,FALSE,0,Alexaaaaaa!!!!!!,It was wonderful device that I have got. Thanks Amazon
molay saha,3,India,01-01-2022,FALSE,0,Quality issue,Not very good quality.
Shubham Ingole,5,India,19-03-2022,FALSE,0,Good Product 👍,Excellent Product 💯🔥
Kishor P.,1,India,20-06-2020,FALSE,2,Worst and extremely dissatisfied,Worst of the experience ever.
Soham Bagayatkar,3,India,04-10-2019,FALSE,0,sound quality not so good,Alexa's voice is not clear although the music is decent
sandeep,5,India,19-08-2020,FALSE,0,Small package big bang!!!,Amazon echo dot is truly a great product with true smartness. It does all jobs extremely well. Impressive sound quality and portable device easy to handle. Completely satisfied 🙂..
Neha,5,India,13-12-2020,FALSE,0,Best product,Best product
Deb,5,India,23-06-2019,FALSE,0,Nice,Amazing Product quality
amulya.h,2,India,23-11-2018,FALSE,0,Doesn't stop immediately.,"The sound quality and the appearance is perfect but when Alexa is playing some music and you ask her to stop, it doesn't stop immediately it still continues in a very low volume and then stops after 3 seconds."
sunil sandhu,4,India,26-10-2019,FALSE,0,Nice,Nice
Agrawal Shreyansh,5,India,11-07-2019,FALSE,0,It’s awesome,I like all the features of alexa
Pavan,4,India,30-08-2019,FALSE,0,Superb,Alex works fine
Devendra,5,India,03-11-2019,FALSE,0,Awesome,Good
Mahesh,4,India,10-12-2019,FALSE,0,"I got it Echo Dot at just 2,299k with Smart led bulb.. Really Good Deal for me..",One thing i don't like it its not connecting Spotify... Maybe in future they will update it.. I hope so..
Hari,5,India,31-01-2022,FALSE,0,Cool gadget,Cool gadget for smart home.
Jiten,4,India,12-11-2019,FALSE,0,Wonderful Product,Wonderful product. Only thing I did not like is that search and find which lags often.
chandrakant mishra,3,India,17-07-2021,FALSE,0,Result not accurate,Not clear give accurate answer...Many time repeat things I think that's not a right things
True Reviewer,5,India,07-07-2019,FALSE,0,Its bass is much better than gen 2 echo dot. Keep it up.,It sounds good.
Dr.Jayakrishnan,5,India,12-08-2019,FALSE,0,Excellent product,Excellent around performer
AshisMaity/bapi,4,India,12-08-2019,FALSE,0,Useful,Good product
Hari Sriramulu,5,India,28-10-2018,FALSE,0,Great AI speaker!,A great product at a great price! The product is too easy to instal and connect and very easy to use. Works great with Amazon Prime Connection! Value for money!!
amit bansal,5,India,28-07-2020,FALSE,0,Smart device... Very nice,Awesome intelligent product
Althaf,5,India,28-08-2020,FALSE,0,Highly recommended,I got the best offer. Still waiting for this offer
Dinesh B.,4,India,10-11-2019,FALSE,0,Good but good enough,Good features but Alexa is not a good listener... Alexa lights off...replies no active calls?
SRINIVAS SS,2,India,03-11-2020,FALSE,0,Not worth it,this did not meet my expectations. Very poor. Had great expectations. But nope. I hardly recommend u guys not to purchase this product.
Malay Rout,5,India,25-05-2019,FALSE,0,Excellent.... Excellent ....Excellent .,Excellent product by amazon. I got it in offer time
VIKAS,5,India,09-03-2021,FALSE,0,Product must have chargable Batteries......,Product run only once connected with electric supply..... No batteries is not Comferrtable for me in remote areas......
Amazon Customer,5,India,06-11-2020,FALSE,1,Awesome...,awesome sound quality...
Amazon Customer,4,India,17-08-2020,FALSE,0,"Good ,go for it .","Good ,go for it ."
Hemanth,5,India,30-07-2020,FALSE,0,VERY GOOD PRODUCT,VERY GOOD PRODUCT
Lalitha,5,India,20-08-2020,FALSE,0,Value for money,Value for money
Shanaya bansal,5,India,03-09-2020,FALSE,0,Value of money,I gifted to my family and they loved it. If you explore it certainly have really good features. Sound quality is good as well i mean good for single room.
akansh,4,India,04-07-2019,FALSE,0,Listening not that accurate.. Hve to repeat 2/3 times... But output sound quality & volume is good,Only one think I dislike about 3 rd generation is the listening is not that accurate when compared to 2nd generation...
rajeevmewara,4,India,18-01-2020,FALSE,0,So so it's chargeable for Amazon music,It's ok it's very difficult 😥 to find gazal n other old 90's songs
SADEYE NEVERLIES,4,India,28-06-2019,FALSE,0,Price fraculate,Wait for the right time to get the best price .Don't rush
Karthik,5,India,12-01-2019,FALSE,0,Good Echo dot,"Good packing. Box contain Echo dot and power cable and manual book, guide sheet. Starting Need to understand lot. After that easy to command. I love Alexa..."
(Dr. Bangali) Pran Krishna Biswas,5,India,26-07-2020,FALSE,0,It is made in China.,"It can't do even any one task without internet. With internet it can only send voice messages, it can't call me and any alexa or non-alexa devides. One more fault it is made in China."
rayees ansari,4,India,20-11-2019,FALSE,0,I'm happy my family,I like this product sound is good
prakash,3,India,09-10-2019,FALSE,0,Okay,"Not too good, okay in all aspects"
Piyush Goyal,4,India,28-06-2020,FALSE,0,Good product,Good product .. doesn’t recognise kids voice very well
R nagra,5,India,26-11-2021,FALSE,0,It has reduced screen time of my baby ....,It's good
Deepak Bisht,5,India,28-11-2020,FALSE,0,Best but need upgradatiin,"Best @ price of @2000 or so, quite a soothing voice to listen but sometimes irritate with lack of information available with it"
Jibanjyoti2006@gmail. Com,3,India,14-09-2019,FALSE,0,Ok type,Connectivity with device took a lot of time
Digvijay Singh Bhati,3,India,03-07-2019,FALSE,0,Cumbersome procedure to connect it with a Bluetooth,It's quite cumbersome procedure to connect it with a Bluetooth and complicated as well... Sound quality is gud... Price is too much
Radha,5,India,19-09-2020,FALSE,0,Must buy product,Superb product in surprisingly low price
mihika,5,India,17-06-2019,FALSE,0,Great deal.,One of the best Amazon gadgets that I have. It's small and has almost every feature of Amazon Echo. The speakers are amazing. It meets my needs for a AI regulated house.
Amazon Customer,4,India,04-01-2019,FALSE,0,Useful product,perfect for listening music and also for getting news.
Rahul kedare,5,India,20-11-2019,FALSE,0,Alexa Echo Best Assistant,Alexa Best Assistant All Good Alexa Echo Dot
Amazon Customer,4,India,01-10-2019,FALSE,1,problem with remainders,Yellow light keeps blinking continuously even when there aren't any messages or notifications
Rajashree,5,India,06-04-2019,FALSE,0,Have fun with Alexa!!!,This the first time that I'm using an Amazon product and I must say that I'm impressed. It's really an awesome experience to say the least. Talk about the sound quality to the smartness of Alexa everything is spot on. A MUST BUY!
Vinod Kumar,1,India,07-02-2022,FALSE,0,Broken packing seal,I received the product with broken packing seal. The product was also not working. Disappointed.
Sweta shikhar,5,India,19-07-2019,FALSE,0,Best and excited,First time using echo dot and I am fully excited and happy .after using .it work perfectly .only improvement if it's sound is little loud it would be the best😍😍😍
Aki,5,India,13-12-2019,FALSE,0,Awesome deal and awesome products.,Awesome deal and awesome products.
Tanmay mohanty,4,India,11-05-2021,FALSE,0,Wifi,Love this thank you Amazon it's light weight low data consumptionWARNING only buy if u have a wifi router
Jeetendra Wadhel,4,India,28-08-2020,FALSE,0,Good product,Had gifted to my sister she is happy
karthik,5,India,23-11-2019,FALSE,0,Echo Dot (3rd Gen),nice product helps me a lot worth for 2500rs
Prekshi Mishra,1,India,08-10-2019,FALSE,1,Not Worth a rupee,I bought it so that my mom can talk to it in Hindi but after so much tries and settings it does not. It is the worst product I have ever bought. It has not done any task that I say....
manoj kumar sarkar,5,India,12-08-2019,FALSE,0,Nice,Super
Latheef-a-buyer,5,India,07-01-2020,FALSE,0,Good product,Me & my family likes it
Sunit Shekhar,1,India,16-10-2018,FALSE,1,Ecuo Dot is not user friendly.,I am unable to connect it with my phone as it is creating problem every timeI don't find it user friendly.Also it has to wireless as it is to be connected with electric switch Everytime.I am looking for help or will return back
Alok Srivastava,1,India,16-10-2019,FALSE,1,Not useful,"Not seems useful at the moment, its highly dependent on amazon app, nothing mapped with mobile phone, can not open anything on mobile.Siri on iPhone is better"
Faizan Ali,5,India,09-05-2020,FALSE,0,Good,Good
Ritvik,5,India,26-11-2019,FALSE,0,Great product,It is indeed a great product. Definitely recommended.
Pawan Dwivedi,5,India,12-11-2019,FALSE,0,Value for money,"Got into sales for ₹2200/- Alexa integration is really good sound quality, It fun using around."
iwish,5,India,09-10-2019,FALSE,0,Alexa,Nice
Amazon Customer,5,India,21-07-2019,FALSE,0,Good,Good
Dinesh Kumar,4,India,03-11-2019,FALSE,0,Echo Dot (Alexa),"Sound quality, Bluetooth connectivity is not good . On a few occasions, the voice command is not obeyed, for the reasons best known to Echo Dot (Alexa )."
ujjal,5,India,05-03-2019,FALSE,0,Eco smart and entertainment,Superb product sound is awesome
Mukesh Aneja,4,India,04-12-2018,FALSE,0,Good entertainer,It only connects throw sawan.limited vocabulary.
Bharvi K Shandilya,5,India,05-07-2020,FALSE,0,Alexa,This offer is value for money and Alexa is unbeatable.. A must have item.
vikram,5,India,28-12-2019,FALSE,0,Must have product,Must have
saurav kumar,5,India,02-02-2022,FALSE,0,Control your home with alexa,awesome product and sound quality is very good works as a bluetooth speaker
Shrihari md,5,India,20-10-2020,FALSE,0,No battery backup in the system,Sound system was awesome but no battery backup in the speaker it need Continuous power supply.. When power got off it will automatically switched off...
Amazon Customer,4,India,25-11-2021,FALSE,0,Nice combination. Works with my Philips smart bulb too.,"Echo dot is great, and loved it. A little bit unhappy bcoz it doesn't support my native language. Also it doesn't play youtube music. Still it is good."
Varun,5,India,29-12-2018,FALSE,0,Good product at this price,Nice product at this priceSpeakers are good enough for living room
T V Menon,5,India,26-08-2019,FALSE,0,Worthy Purchase,Very happy with the functioning of Echo Dot (3rd Gen).
Amazon Customer,5,India,31-08-2020,FALSE,0,Best.,I louuuuve it.
Samir Pandhi,4,India,07-11-2018,FALSE,0,Better than 2nd gen,I have been using this device in all rooms. It's great.
vishnu lingam M,4,India,10-11-2021,FALSE,0,Nice one,Sound quality is superI bought this 1999 worth for moneySometimes microorganism is not ok
indra,4,India,31-12-2018,FALSE,0,Best assistant,Amazing product with quick delivery by amazon.It’s better looking than older version and having better soufd quality.Can hear across rooms as well.Loved it ❤️
Abhay K.,5,India,24-08-2019,FALSE,0,Best Gadget I ever Had,"Superb quality smart speaker, excellent skills and smart home assistance."
Mayur Salunke,4,India,13-01-2022,FALSE,0,Power,It would be better if it has battery storage.. to activate it it needs power thats only lack of thing.
Prashant Raghunath Pote,5,India,30-03-2021,FALSE,0,Working fine since 2yrs,Working fine
Jitendra Kumar Jangid,4,India,03-03-2022,FALSE,0,Good product,Good product
Satya narain gupta,1,India,05-12-2021,FALSE,0,Device is either returned  piece pl change device  if possible,I like very must being i am an officer commending rank Officer so I may use it on long duty &/or at my residence for Arties & religious bhajans.
Abhay Pratap singh,5,India,20-07-2020,FALSE,0,Awesome product 5star.,It's a fun mojo to add to your collection. Can be somewhat productive.
Mr Badshah,5,India,24-08-2019,FALSE,0,Alexa the digital Indian Bahu,The sound is almost of woofers level. Enough for the entire house.
Geethu,1,India,22-08-2020,FALSE,1,Old product received,The product received is old and had worn out packaging. The device is manufactured more than one year back.
Amazon Customer,5,India,28-11-2020,FALSE,0,GGOD,good
Amazon Customer,5,India,30-07-2021,FALSE,0,Nice,Nice
Amazon Customer,3,India,17-07-2019,FALSE,1,limited skills,limited reach and comprehension as of now
Parvesh Khanna,3,India,07-10-2019,FALSE,0,Pk,Sound quality is not good.neither response on some queries.( I do not know) work only with power not in batery
Rohit Ahlawat,5,India,10-10-2019,FALSE,0,Good,Good product
Subodh Sawant,4,India,02-11-2018,FALSE,0,Amazing,"Its amazing!!!!!! Sound is really loud and no distortions, clean and rich sound but only problem is that the alexa app has bugs , doesn't allow me to give commands using my phone otherwise it was a 5 stars"
RAVINDER SINGH,5,India,05-12-2018,FALSE,0,Excellent product,Excellent product and excellent delivery.
Sarthak Agrawal,5,India,21-10-2020,FALSE,0,"Alexa is best ,Everyone should buy this",very appreciated and good producteveryone should buy itonly defect is if it play any game it can't do anything until i say stop the gamebut other things like speakers are good
PRITI GUPTA,3,India,26-03-2021,FALSE,0,I want a battery backup sppekers please took the and Refund my amount allready purchage,The media could not be loaded.  I want a speaker with battery backup but is no battery backup i am already purchased battery backup sppekers from amazon
NKG,5,India,09-08-2019,FALSE,0,Excellent product,Very good product one should have.
ramesh,5,India,20-10-2019,FALSE,0,Super,Good
Shankara N Murthy,5,India,22-11-2020,FALSE,0,Long way to go!,Long way to go. It pics music only from Amazon music
Amazon Customer,5,India,24-07-2019,FALSE,0,Good product,"Good product. Recommended, though not good access other than English and Hindi songs."
K NARASIMHA RAO,1,India,15-06-2020,FALSE,2,Install,Worst productUnable install not working
Aditya Singh,5,India,20-01-2021,FALSE,0,Integral part of my smart home,"Got this product for smart home integration, works perfectly !"
Mark Terence,5,India,07-11-2019,FALSE,0,Great Purchase,"Great for listening music and shopping,Not meant as an assistant though Ai is designed with Amazon in mind so can't expect Googles performance."
vinoth babu r,5,India,08-10-2019,FALSE,0,Good,Good
Meenakshi S.,5,India,27-11-2019,FALSE,0,Lovely product but need to be more improved or clear,It sometimes didn't understand what we ate we are trying to say if we are clear also in our word. Also we are not able to link our contact list with it.
Sushil H,5,India,22-10-2020,FALSE,0,"Nice, worth buying",As expected. Worth to invest considering the usage.
Amazon Customer,1,India,20-01-2019,FALSE,1,Issues with Setup,I have been trying for a very long time to set up the echo dot 3rd gen with no luck. I have an active 100 mbps connection which is active and also checked the videos in youtube and other but in vein. Need help to set this up ASAP..
Amazon Customer,5,India,10-06-2021,FALSE,0,Excellent,Very responsive
Saurabh,3,India,21-10-2019,FALSE,0,Ok types,Voice recognition is really bad. Music library is very low on tracks. You cant do natural conversation though you can ask specific questions. I would rate it Average. Have not used Google product so cant compare with that as of now.
amandeep singh,1,India,04-06-2019,FALSE,1,Faulty product received,Microphone issue after a week of usage. Device responds only after 3-4 tries. Need to yell Alexa command for it to recognize the trigger word
Shyam sundar khemka,3,India,10-05-2019,FALSE,0,SOUND QUALITY AND INFORMATION IS VER LESS. NOT VERY SMART,Sound Volume is Not Good. . not Worth Buying. you will be Enjoying only starting 2 days. As Alexa doesnt Have A Good Information. Very Limited Information Compare.
Vaibhav Taksale,5,India,12-10-2020,FALSE,0,Perfect for Voice Recognition,Voice recognition is most highlighted feature of Echo.It catches perfect phrases and get exactly what you want.
Shubhanker,5,India,05-06-2019,FALSE,0,Steal deal.,Go for it.
Unknown,1,India,17-08-2019,FALSE,1,Spoilt in 10 days,It’s got spoilt in 10 days. Who do I call for repair?
Sufiya,5,India,25-11-2019,FALSE,0,Loved it,Finally got this one for my son and he really enjoys with it. The wifi bulb works great.
Indushri S. Rao,1,India,04-10-2021,FALSE,0,Doesnt work with firestick,Bought it during the sale. No sound output from firestick tv
PK,4,India,28-09-2020,FALSE,0,Good,Very Good Alexa
Kunal,2,India,30-07-2019,FALSE,0,Used product sent,Device box was open and device inside plastic is torn and looks like already used by the seller. Not happy with the kind of product delivered. Speaker also seems to be dirty
Prerna Srivastava,5,India,25-07-2019,FALSE,0,Just awesome,Go for it without any second thought
Habeel wani,5,India,03-02-2022,FALSE,1,Best product,A nice product to have in your home
Amazon Customer,5,India,01-11-2019,FALSE,0,Nice companion. Must keep this in every home,Alexa product is super amazing.. My granny was surprised to experience the unbelievable way of understanding Alexa adapts to.
Vicky Mondal,1,India,14-10-2020,FALSE,1,Horrible after sales service,My product stopped working and no one from Amazon has contacted me for repairs inspite of my repeated complaints.
Anika Srivastava,3,India,12-12-2019,FALSE,0,Bad sound quality.,Sound quality is very bad and speakers gives jarred sound .. no bass and very low quality sound for music.Even voice recognition is very bad and most of the times it doesn't recognise many common words.
Paresh B.Sawant,5,India,14-07-2019,FALSE,0,Very good nice,Very nice
Sonu,5,India,06-07-2021,FALSE,0,Gd,Gd
Ronit Gaurav,2,India,23-01-2020,FALSE,0,Poor experience with this...,The service is very poor. It doesn't give access to music play list on Spotify. You should have a subscription to Amazon music to play songs. Otherwise it's only waste of money.
JAYAN A R,5,India,02-10-2020,FALSE,0,Great product,A wonderful product. Small in size. Near perfect speech recognition ability. Excellent audio quality.
A. Mishra,1,India,11-10-2019,FALSE,1,Defective product received. Pathetic service by amazon,Received a defective product. Amazon has not taken it back despite repeated assurances. Very disappointing experience
Vivek Malhotra,5,India,29-07-2019,FALSE,0,Amazing,Amazing
chintan makwana,5,India,25-11-2019,FALSE,0,Echo Dot + Alexa - both are nice combination,"About Wipro - it have many lots Colour, and if your wifi connection is perfect, it is working properly"
chetanmagarde,5,India,02-10-2019,FALSE,0,Connecting,This product is really good but after switching off it should connect directly but it's doesn't work and sound and audio quality la very good but connecting isain defect in this bot product is ok
ACB,5,India,25-07-2019,FALSE,0,Good buy,Excellent product
Ullas,4,India,23-01-2019,FALSE,0,Not responding when playing music,It's very difficult to talk to echo dot when it's playing any music.Also sometimes echo dot doesn't follow up with the voice probably an improvement is needed when it needs to exit from the current intent.
chandru,5,India,31-05-2019,FALSE,0,Super smart and entertaining device.,Useful product. Multiple Smart devices added this product support.
M B V Gopal,5,India,14-03-2021,FALSE,0,Loved it,Amazing. Its my 1st smart speaker it recognises voice amazingly and it responds very well from any room.
Yusuf Kholiya,5,India,06-03-2020,FALSE,0,Awesome :),This best part of Alexa is she can hear on low tone. Just say Alexa and she is good to go on all your commands... Never aspect this type AI is provided by Amazon... I am very happy with my purchase... Totally worth it...
nunna ramu,5,India,31-12-2019,FALSE,0,Super,"Awesome product, I buyer it for my grand father he is blind that's why I buyer this one and it is very useful"
Jannat,5,India,22-05-2019,FALSE,0,Love it.,It was a gift to my sister for her wedding. She love it and brother-in-law too. 😀
js,5,India,08-11-2018,FALSE,0,Great Product and timely delivery!!,Great Product and timely delivery!!
Saidi Reddy,3,India,17-11-2021,FALSE,0,"I have another echo device, both these devices unable to communicate each other.",2 or more echo devices unable to communicate and cross connect each other
Syed Yousuf Yaseen,5,India,24-10-2020,FALSE,0,Good product,Good product. Playing with it all day long
Ji,5,India,28-08-2020,FALSE,0,Simply superb,Simply superb it's our 4 th alexa purchase
Lvrohit,5,India,26-10-2020,FALSE,0,Super Awesome !!!!!,All time favourite. Smart speaker ever. 👌
Karthik,4,India,12-07-2019,FALSE,1,Need to Plug in every time,Its a good product. DC power is missing here
Priyanka Purohit,4,India,10-02-2020,FALSE,1,Sound,Awesome sound quality and got it for great deal price during the sale! ❤💯
MAHARUDRA,3,India,29-06-2020,FALSE,0,Little confiugen,It's not 3rd generation it's 2nd generation device
Karmveer N.,5,India,13-01-2021,FALSE,0,Best one,"Good one,but needs good connectivity ,othwrwise performance is good"
